2020,AnimalEthicsProject,CAAmt,Employee2000,Employee2001,Employee2002,Employee2003,Employee2004,Employee2005,Employee2006,Employee2007,Employee2008,Employee2009,Employee2010,Employee2011,Employee2012,Employee2013,Employee2014,Employee2015,Employee2016,Employee2017,Employee2018,Employee2019,Employee2020,Employee2021,Employee2022,EmployeeGrowthPct2000,EmployeeGrowthPct2001,EmployeeGrowthPct2002,EmployeeGrowthPct2003,EmployeeGrowthPct2004,EmployeeGrowthPct2005,EmployeeGrowthPct2006,EmployeeGrowthPct2007,EmployeeGrowthPct2008,EmployeeGrowthPct2009,EmployeeGrowthPct2010,EmployeeGrowthPct2011,EmployeeGrowthPct2012,EmployeeGrowthPct2013,EmployeeGrowthPct2014,EmployeeGrowthPct2015,EmployeeGrowthPct2016,EmployeeGrowthPct2017,EmployeeGrowthPct2018,EmployeeGrowthPct2019,EmployeeGrowthPct2020,EmployeeGrowthPct2021,EmployeeGrowthPct2022,FinancialMonitoringRating,HumanEthicsProject,IncorporationYear,InternationalProject,NoteText,NoteType,OrgID,OrgName,OrganizationID,ProjectCompleteDate,ProjectNo,ProjectStartDate,ProjectType,Province,Revenue2000,Revenue2001,Revenue2002,Revenue2003,Revenue2004,Revenue2005,Revenue2006,Revenue2007,Revenue2008,Revenue2009,Revenue2010,Revenue2011,Revenue2012,Revenue2013,Revenue2014,Revenue2015,Revenue2016,Revenue2017,Revenue2018,Revenue2019,Revenue2020,Revenue2021,Revenue2022,RevenueGrowthPct2000,RevenueGrowthPct2001,RevenueGrowthPct2002,RevenueGrowthPct2003,RevenueGrowthPct2004,RevenueGrowthPct2005,RevenueGrowthPct2006,RevenueGrowthPct2007,RevenueGrowthPct2008,RevenueGrowthPct2009,RevenueGrowthPct2010,RevenueGrowthPct2011,RevenueGrowthPct2012,RevenueGrowthPct2013,RevenueGrowthPct2014,RevenueGrowthPct2015,RevenueGrowthPct2016,RevenueGrowthPct2017,RevenueGrowthPct2018,RevenueGrowthPct2019,RevenueGrowthPct2020,RevenueGrowthPct2021,RevenueGrowthPct2022
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 148,BusinessCaseSummary,0,0,0,2009-09-20 20:00,0,2008-02-24 20:00,IRAP,BC,,,,,,,13587.80405,65599.9615,92513.08203,67375.20868,84324.43421,71216.17014,80526.88552,17292.19984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 149,BusinessCaseSummary,0,0,0,2009-09-21 20:00,0,2008-02-25 20:00,IRAP,BC,,,,,,,7973.208917,86423.89987,41507.97278,74410.90124,16951.83161,70389.48251,91998.38435,43294.01324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 150,BusinessCaseSummary,0,0,0,2009-09-22 20:00,0,2008-02-26 20:00,IRAP,BC,,,,,,,59990.83397,21884.42919,67120.21737,7250.306452,78760.40587,32813.53999,27355.3242,93067.44357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 151,BusinessCaseSummary,0,0,0,2009-09-23 20:00,0,2008-02-27 20:00,IRAP,BC,,,,,,,38789.78876,32738.56058,5757.91303,58855.62901,2638.939766,52537.41494,85907.48148,36680.73983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 152,BusinessCaseSummary,0,0,0,2009-09-24 20:00,0,2008-02-28 20:00,IRAP,BC,,,,,,,52758.24771,52281.87681,94568.78399,91515.86789,53851.27731,21602.98988,28853.12512,25759.66221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 153,BusinessCaseSummary,0,0,0,2009-09-25 20:00,0,2008-02-29 20:00,IRAP,BC,,,,,,,87921.3682,62451.41393,72220.77202,76096.65479,78866.6688,32292.07229,78917.12471,67345.66178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 154,BusinessCaseSummary,0,0,0,2009-09-26 20:00,0,2008-03-01 20:00,IRAP,BC,,,,,,,6940.600677,92182.17372,9594.773532,26942.01345,5913.945485,46155.35099,630.9803221,9643.242787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 155,BusinessCaseSummary,0,0,0,2009-09-27 20:00,0,2008-03-02 20:00,IRAP,QC,,,,,,,62801.00577,54617.3733,3467.979238,61572.82369,36515.99559,64307.80349,90343.17258,97326.57259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 156,BusinessCaseSummary,0,0,0,2009-09-28 20:00,0,2008-03-03 20:00,IRAP,BC,,,,,,,88154.08403,97002.57426,90950.56819,4702.088499,10172.85405,93938.46795,70502.2509,21666.54871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 157,BusinessCaseSummary,0,0,0,2009-08-31 20:00,0,2008-03-04 20:00,IRAP,BC,,,,,,,58689.74646,38013.94962,54958.99262,92939.11888,69952.27807,24373.27126,28292.14679,36497.84535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 158,BusinessCaseSummary,0,0,0,2009-09-01 20:00,0,2008-03-05 20:00,IRAP,BC,,,,,,,33727.23614,32462.4329,43178.41428,3865.026254,70813.54062,50229.47841,45156.76317,14532.37659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 159,BusinessCaseSummary,0,0,0,2009-09-02 20:00,0,2008-03-06 20:00,IRAP,BC,,,,,,,72061.19019,73632.16971,44828.80694,49769.32965,23727.61466,13319.48983,38044.47088,27382.26891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 160,BusinessCaseSummary,0,0,0,2009-09-03 20:00,0,2008-03-07 20:00,IRAP,BC,,,,,,,3787.028787,54379.32673,36691.89442,34034.77461,30322.5822,21494.90806,8748.649714,13464.18269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 161,BusinessCaseSummary,0,0,0,2009-09-04 20:00,0,2008-03-08 20:00,IRAP,BC,,,,,,,26363.51481,50116.10937,12543.99126,39963.53984,26227.25293,72814.15615,59392.20665,18385.02886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 162,BusinessCaseSummary,0,0,0,2009-09-05 20:00,0,2008-03-09 20:00,IRAP,BC,,,,,,,2614.833923,16441.997,57459.47497,23824.65797,35340.03457,87655.59087,2279.243786,84681.86861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 163,BusinessCaseSummary,0,0,0,2009-09-06 20:00,0,2008-03-10 20:00,IRAP,BC,,,,,,,93146.65133,44335.21854,94921.90874,56841.41605,20634.42184,61556.07195,72730.84598,80520.9633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 164,BusinessCaseSummary,0,0,0,2009-09-07 20:00,0,2008-03-11 20:00,IRAP,BC,,,,,,,7931.396423,11199.50557,59565.73245,57366.28414,44933.1474,56088.45313,77010.28908,79975.57862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 165,BusinessCaseSummary,0,0,0,2009-09-08 20:00,0,2008-03-12 20:00,IRAP,BC,,,,,,,28726.97513,20701.34183,66376.35195,49648.72454,45140.74467,44730.66307,29068.05306,29946.42647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 166,BusinessCaseSummary,0,0,0,2009-09-09 20:00,0,2008-03-13 20:00,IRAP,BC,,,,,,,64952.27576,13350.25442,83044.74897,43373.46671,1460.205558,32137.76539,80097.56601,68216.68744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 167,BusinessCaseSummary,0,0,0,2009-09-10 20:00,0,2008-03-14 20:00,IRAP,BC,,,,,,,17461.15219,68793.98138,36901.78674,30071.59396,84199.92296,5310.60539,29072.60643,23914.52233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 168,BusinessCaseSummary,0,0,0,2009-09-11 20:00,0,2008-03-15 20:00,IRAP,BC,,,,,,,37385.12808,62541.41442,85399.13016,80157.85761,45733.73493,42802.52333,27512.53825,2108.72656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 169,BusinessCaseSummary,0,0,0,2009-09-12 20:00,0,2008-03-16 20:00,IRAP,BC,,,,,,,78572.04332,57727.81494,29383.49696,90268.41497,93687.6842,25614.24351,21712.41923,62865.71485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 170,BusinessCaseSummary,0,0,0,2009-09-13 20:00,0,2008-03-17 20:00,IRAP,BC,,,,,,,75409.44548,53991.86,97871.10134,30156.68672,83028.17261,70996.06873,48766.29209,33110.75736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 171,BusinessCaseSummary,0,0,0,2009-09-14 20:00,0,2008-03-18 20:00,IRAP,BC,,,,,,,87335.57896,31103.92686,79105.80052,45588.61759,89305.29724,78109.2206,48519.4259,6307.427772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 172,BusinessCaseSummary,0,0,0,2009-09-15 20:00,0,2008-03-19 20:00,IRAP,BC,,,,,,,54757.40498,33520.54235,50007.24991,91157.82785,33662.83943,30315.71434,71024.69573,67517.19532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 173,BusinessCaseSummary,0,0,0,2009-09-16 20:00,0,2008-03-20 20:00,IRAP,BC,,,,,,,5215.431973,8389.429293,12081.92903,72299.73648,33415.22382,9149.379835,6802.370475,38077.90353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 174,BusinessCaseSummary,0,0,0,2009-09-17 20:00,0,2008-03-21 20:00,IRAP,BC,,,,,,,75125.88283,97751.52669,36312.05185,46239.86487,16481.92339,22570.92435,17407.85067,43086.98942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 175,BusinessCaseSummary,0,0,0,2009-09-18 20:00,0,2008-03-22 20:00,IRAP,BC,,,,,,,39218.92954,54413.24544,43519.6609,56635.54455,24871.17443,46605.77943,32827.14728,66601.03165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 176,BusinessCaseSummary,0,0,0,2009-09-19 20:00,0,2008-03-23 20:00,IRAP,BC,,,,,,,7686.985871,35803.42019,61911.26958,33945.96163,32964.76437,33756.9285,32911.79655,82225.97481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 177,BusinessCaseSummary,0,0,0,2009-09-20 20:00,0,2008-03-24 20:00,IRAP,BC,,,,,,,3416.736166,91082.20158,93975.35364,43624.88869,48435.10686,32069.96839,14298.49861,43096.03113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 178,BusinessCaseSummary,0,0,0,2009-08-31 20:00,0,2008-03-25 20:00,IRAP,NB,,,,,,,85968.08527,61752.15531,97118.70373,82219.09598,37285.74264,7060.591897,10012.16847,19070.93848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 179,BusinessCaseSummary,0,0,0,2009-09-01 20:00,0,2008-03-26 20:00,IRAP,BC,,,,,,,28147.3184,93261.76332,45518.50029,77149.56722,88013.22783,82139.60744,78767.65983,92377.56177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 180,BusinessCaseSummary,0,0,0,2009-09-02 20:00,0,2008-03-27 20:00,IRAP,PE,,,,,,,16960.48844,8251.936367,48840.62758,61099.20442,71893.2136,17962.70874,75047.09924,22329.52218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 181,BusinessCaseSummary,0,0,0,2009-09-03 20:00,0,2008-03-28 20:00,IRAP,BC,,,,,,,99043.27097,75958.17715,90946.60473,75468.55611,16797.43255,31627.18787,93792.467,38584.4388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 182,BusinessCaseSummary,0,0,0,2009-09-04 20:00,0,2008-03-29 20:00,IRAP,NL,,,,,,,15218.15679,42710.0428,70976.04337,37831.62217,38567.55764,79512.571,96071.53891,78384.60366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 183,BusinessCaseSummary,0,0,0,2009-09-05 20:00,0,2008-03-30 20:00,IRAP,BC,,,,,,,39129.94647,80070.5077,69810.50482,87831.92748,57667.62673,59047.51268,58968.4328,78430.48353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 184,BusinessCaseSummary,0,0,0,2009-09-06 20:00,0,2008-03-31 20:00,IRAP,NS,,,,,,,40064.95853,71683.34611,49518.91136,45861.46098,70121.02982,65262.65381,39637.11717,17455.73518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 185,BusinessCaseSummary,0,0,0,2009-09-07 20:00,0,2008-04-01 20:00,IRAP,BC,,,,,,,31322.80721,22627.99456,85299.53742,99033.72226,47324.27229,64032.14976,55495.26586,60701.36916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 186,BusinessCaseSummary,0,0,0,2009-09-08 20:00,0,2008-04-02 20:00,IRAP,BC,,,,,,,56029.39076,59333.45548,45709.93901,17798.60138,46806.7105,78800.36733,83440.93244,89296.17964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 187,BusinessCaseSummary,0,0,0,2009-09-09 20:00,0,2008-04-03 20:00,IRAP,BC,,,,,,,34671.86472,8594.780418,93309.65067,35437.62377,45870.34206,14359.72307,30434.75598,53212.2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 188,BusinessCaseSummary,0,0,0,2009-09-10 20:00,0,2008-04-04 20:00,IRAP,BC,,,,,,,7932.36354,46650.90632,92411.26908,20360.60276,24130.77561,27771.34844,61024.72456,22651.19919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 189,BusinessCaseSummary,0,0,0,2009-09-11 20:00,0,2008-04-05 20:00,IRAP,NT,,,,,,,15287.75008,93019.00347,59077.2564,55367.40603,73932.34548,53995.93606,66653.8194,66453.93392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 190,BusinessCaseSummary,0,0,0,2009-09-12 20:00,0,2008-04-06 20:00,IRAP,BC,,,,,,,17568.80807,2081.012374,66649.21755,36753.31283,37924.01131,28989.41725,15510.64612,81711.84611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 191,BusinessCaseSummary,0,0,0,2009-09-13 20:00,0,2008-04-07 20:00,IRAP,ON,,,,,,,40338.32182,59870.10754,18777.07501,57585.96121,99923.07336,39590.22161,39376.22297,34840.72177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 192,BusinessCaseSummary,0,0,0,2009-09-14 20:00,0,2008-04-08 20:00,IRAP,BC,,,,,,,68474.38252,36386.91954,5612.332869,60986.76424,34109.64789,16433.85402,89171.17569,2141.845326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 193,BusinessCaseSummary,0,0,0,2009-09-15 20:00,0,2008-04-09 20:00,IRAP,BC,,,,,,,67806.11331,42837.98278,29019.78438,85386.51936,55473.36754,56781.72851,10607.748,57037.89834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 194,BusinessCaseSummary,0,0,0,2009-09-16 20:00,0,2008-04-10 20:00,IRAP,BC,,,,,,,20795.40634,47367.04979,37662.56257,29554.1553,30660.80034,74635.49733,49076.3503,74779.42811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 195,BusinessCaseSummary,0,0,0,2009-09-17 20:00,0,2008-04-11 20:00,IRAP,BC,,,,,,,43166.75528,5120.701803,96409.08958,44094.68505,83873.44264,44446.97782,37565.05876,39802.02144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 196,BusinessCaseSummary,0,0,0,2009-09-18 20:00,0,2008-04-12 20:00,IRAP,BC,,,,,,,99002.47855,8213.974075,2634.600864,737.0938005,44370.30977,33138.12714,3556.901859,21689.38394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 197,BusinessCaseSummary,0,0,0,2009-09-19 20:00,0,2008-04-13 20:00,IRAP,BC,,,,,,,92297.03378,37160.60278,49237.65331,56388.79291,32434.29384,627.417535,71915.94093,99584.3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 198,BusinessCaseSummary,0,0,0,2009-09-20 20:00,0,2008-04-14 20:00,IRAP,BC,,,,,,,74372.37208,6025.610742,52418.54616,48161.61681,67248.91994,37694.54489,44608.54929,98336.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 199,BusinessCaseSummary,0,0,0,2009-09-21 20:00,0,2008-04-15 20:00,IRAP,BC,,,,,,,3599.430452,52678.00773,29241.56,55224.14456,75672.56669,26356.2109,62712.78577,47115.99226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 200,BusinessCaseSummary,0,0,0,2009-09-21 20:00,0,2008-04-15 20:00,IRAP,BC,,,,,,,75952.46149,35558.63165,76964.92444,81738.83468,74077.26637,48468.02033,31429.10112,67982.15004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
